street_address,bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,listing_id,longitude,manager_id,photos,price,interest_level
265 West 87th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265 West 87th Street,15,15,15,15,15,15,15,15,15,15,15,15,15,15
265 West 87th street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2655 Frederick Douglass Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2657 Frederick Douglass Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266  Washington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266 12th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266 E 78 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266 East 78th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266 Washington Ave,5,5,5,5,5,5,5,5,5,5,5,5,5,5
266 Washington Ave.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
266 Washington Avenue,34,34,34,34,34,34,34,34,34,34,34,34,34,34
266 Washington C9,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266 West 73rd Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
267  Weirfield Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 6th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
267 71st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 E 10th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 E 10th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 E. 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 East 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 Edgecombe Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 Edgecombe Ave.     btw W 144-145  stu,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 Edgecombe Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
267 W 15th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 W.146th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 West 146th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 West 146th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 West 15th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
267B Grand Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268 Bainbridge Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
268 Cleveland Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268 Devoe Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
268 W 120 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268 W 120th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268 West 120th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2685 Creston Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2685 Creston Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
269  Henry St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269 East 10th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
269 East Houston Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
269 Henry St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269 Henry St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269 Henry Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
269 W.146th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269 West 146th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2695 Briggs Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 1/2 Morton Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
27 Broadway Terrace,2,2,2,2,2,2,2,2,2,2,2,2,2,2
27 Central Park W,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 Morton St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 Morton Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
27 Morton Street #7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 W 16 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 W 16th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 W 16th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 West 16th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
27 West 86th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 West 96th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 morton street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 west 71,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27-03  42nd Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27-03 42nd Rd.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
27-10 30 ave astoria ny 11102,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27-10 30th Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
27-16 12th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27-18 Hoyt Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27-18 Hoyt Ave S,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27-18 Hoyt Avenue South,4,4,4,4,4,4,4,4,4,4,4,4,4,4
27-32 12th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27-37  Himrod Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27-37 27th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27-37 27th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
270 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 15th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 15th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 92nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 E 78 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
270 Fort Washington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 Ft Washington Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
270 Ft Washington avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 Glenmore Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 Jay Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 Park Ave. South,4,4,4,4,4,4,4,4,4,4,4,4,4,4
270 Park Avenue South,6,6,6,6,6,6,6,6,6,6,6,6,6,6
270 Tenth Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
270 West 119th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 West 11th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 West 22nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 West 25th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2700 Henry Hudson Parkway,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2704 Bainbridge Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2704 Bainbridge Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2705 Bainbridge Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271 Avenue C,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"271 E Fordham Rd,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
271 Macon Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271 W 47 St.,19,19,19,19,19,19,19,19,19,19,19,19,19,19
271 W. 47th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271 Water St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271 West 11th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
271 West 47TH Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
271 West 47th Street,23,23,23,23,23,23,23,23,23,23,23,23,23,23
272 15th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272 1st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272 Manhattan Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
272-274 Willoughby Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2728 Henry Hudson Parkway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2728 Henry Hudson Parkway East,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273 10th Ave. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273 BLEECKER ST,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273 East 10th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
273 MOTT STREET ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273 Mott St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"273 Mott St #0003F, (Prince St & E Houston St)",1,1,1,1,1,1,1,1,1,1,1,1,1,1
273 Mott Street,11,11,11,11,11,11,11,11,11,11,11,11,11,11
273 W 10 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
273 W 10th St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
273 W 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273 W 73rd St #PHB,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273 W.146th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273 West 10th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
273 West 146th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273 West 73rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2731 Broadway,2,2,2,2,2,2,2,2,2,2,2,2,2,2
274 89th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274 Dean Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274 South First Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274 W 12th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274 W 19 Street,18,18,18,18,18,18,18,18,18,18,18,18,18,18
274 W 19th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274 West 19 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274 West 20th St  ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274 west 19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274-276 West 19th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2741 Sedgwick Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2741 Sedgwick Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275 Greenwich Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275 Hull Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275 Mott Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275 South Street,14,14,14,14,14,14,14,14,14,14,14,14,14,14
275 W 65,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275 W 96 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
275 West 144th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
275 West 22nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2750 East 12th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2750 Homecrest Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276 East 10th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
276 Throop Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276 W 119th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277 Avenue C,3,3,3,3,3,3,3,3,3,3,3,3,3,3
277 EASTERN PKWY,2,2,2,2,2,2,2,2,2,2,2,2,2,2
277 East 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277 Eastern Parkway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277 Gold,3,3,3,3,3,3,3,3,3,3,3,3,3,3
277 Gold Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
277 Halsey St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277 Halsey Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277 W 150th st,2,2,2,2,2,2,2,2,2,2,2,2,2,2
277 West End Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2775 East 12th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
278 1st Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278 6th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
278 E 10 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
278 E 10th St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
278 East 10th Street,14,14,14,14,14,14,14,14,14,14,14,14,14,14
278 East Tenth Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278 east 10th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279 Bedford Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
279 E 10 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279 E 10 Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
279 E 10th St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
279 E 44 St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
279 E 44th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
279 E 44th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
279 East 10th Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
279 East 44th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
279 East Houston Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
279 Henry Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279 Mott St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279 Mott Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
279 Pleasant Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
279 Pleasant Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
279 West 117th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279-281 Mott Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2790 Bragg Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28 East 72nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28 East 72nd st,2,2,2,2,2,2,2,2,2,2,2,2,2,2
28 Forsyth,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28 Greenwich Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28 Herkimer St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28 MACOMBS PL,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28 Macombs Pl,3,3,3,3,3,3,3,3,3,3,3,3,3,3
28 Macombs Place,12,12,12,12,12,12,12,12,12,12,12,12,12,12
28 Marine Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28 Perry Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
28 Saint Marks Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
28 Starr Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
28 Tehama St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28 W 47 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
28 West 125th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
28 West 47th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28 West 96th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
28 morton,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28 w 27. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28-08 29th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28-16 172nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28-17 48th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28-18 31st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28-18 Astoria Blvd,5,5,5,5,5,5,5,5,5,5,5,5,5,5
28-19 35th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28-19 36th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28-30 West 125th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28-33 38 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28-36 36TH STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28-42 38th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28-43 42nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28-47 42nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"28-49 45th street, Astoria",1,1,1,1,1,1,1,1,1,1,1,1,1,1
280 14th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280 14th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
280 14th st.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
280 East 21st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280 East 2nd Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
280 East Second Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280 Fort Washington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280 Howard ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280 Macdougal ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
280 Milford St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280 Milford Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280 Mulberry Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280 Mulberry street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2800 Bailey Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2805 23rd street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281 Avenue C,2,2,2,2,2,2,2,2,2,2,2,2,2,2
281 MOTT STREET ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281 Mott St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281 Union Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2810 Bailey Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2815 Coyle Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2816 8th Ave,3,3,3,3,3,3,3,3,3,3,3,3,3,3
282 11TH AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282 11th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282 11th Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
282 11th Avenue,12,12,12,12,12,12,12,12,12,12,12,12,12,12
282 11th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282 Eleventh Avenue,10,10,10,10,10,10,10,10,10,10,10,10,10,10
282 Schaefer St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2823 Albemarle Rd,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2828 West 16th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283 22nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283 22nd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283 22nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283 Avenue C,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283 Devoe Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
283 Malcolm X Blvd,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"283 Malcolm X Blvd,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
283 Mott St #0002R,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283 Mott Street,15,15,15,15,15,15,15,15,15,15,15,15,15,15
283 Mott Street NYC,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283 West 11th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2833 Decatur Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2835 Bainbridge Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284 E 10th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284 E 10th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284 East 10th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
284 MOTT Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284 Mott,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284 Mott St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
284 Mott St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
284 Mott Street,24,24,24,24,24,24,24,24,24,24,24,24,24,24
284 Mott Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2840 Valentine Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285  Graham Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285 Avenue C,2,2,2,2,2,2,2,2,2,2,2,2,2,2
285 Court Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285 Fort Washington Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
285 Irving,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285 Jefferson Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285 Nevins Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
285 Saint Nicholas,2,2,2,2,2,2,2,2,2,2,2,2,2,2
285 Saint Nicholas Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
285 St. Nicholas Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285 St. Nicholas Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285 bleeckler,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285-291 Eastern Parkway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286 Devoe Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286 East 2nd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
286 Stanhope Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
286 Tompkins Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286 stanhope st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287 Avenue C,4,4,4,4,4,4,4,4,4,4,4,4,4,4
287 E 2nd St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287 E 72nd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288 Himrod St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288 New York Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288 New York Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2881 Randall Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289 Convent Ave.    btw. w141-142   #64,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289 Convent Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
289 kingston ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2894 Grand Concourse,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29 Avenue B,3,3,3,3,3,3,3,3,3,3,3,3,3,3
29 Avenue C,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29 Buffalo Ave,3,3,3,3,3,3,3,3,3,3,3,3,3,3
29 Clinton Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29 Cooper Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29 Cornelia,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29 Cornelia Street,8,8,8,8,8,8,8,8,8,8,8,8,8,8
29 E 20 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29 Orient Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29 Orient Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29 W 12 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29 W 47th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29 West 12th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
29 West 27th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29-05 21st Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29-07 31st Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29-07 31st Ave.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
29-07 31st Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29-07 3First Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29-28 41 Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29-28 41st Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29-28 41st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29-28 4First Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29-34 Newtown Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290 3rd Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
290 Devoe Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
290 E 75th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290 Harman St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290 Harman Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290 State Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290 Third Avenue,15,15,15,15,15,15,15,15,15,15,15,15,15,15
290 W 12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290 W 12 Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
290 W 12th St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
290 West 12th Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
291 5th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291 Devoe Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
291 Devoe Street ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"291 Devoe Street , ",2,2,2,2,2,2,2,2,2,2,2,2,2,2
291 E 3 Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
291 East 3rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291 Eastern Parkway,2,2,2,2,2,2,2,2,2,2,2,2,2,2
291 Eckford Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
291 Metropolitan,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291 Stockholm,2,2,2,2,2,2,2,2,2,2,2,2,2,2
291 Stockholm ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
291 Stockholm St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291 Stockholm Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
293 3rd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293 Central Park West,2,2,2,2,2,2,2,2,2,2,2,2,2,2
293 Jefferson Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294  Harman Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294 12th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294 1st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294 1st street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294 7th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294 Harman St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294 Harman Street,8,8,8,8,8,8,8,8,8,8,8,8,8,8
294 West 92nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2940 Ocean Pkwy,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295  Clinton Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295 Central Park West,5,5,5,5,5,5,5,5,5,5,5,5,5,5
295 Church Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295 Clinton Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295 Clinton Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295 Clinton Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
295 Graham Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295 PARK Avenue SOUTH,2,2,2,2,2,2,2,2,2,2,2,2,2,2
