longitude,bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,listing_id,manager_id,photos,price,street_address,interest_level
-73.9484,77,77,77,77,77,77,77,77,77,77,77,77,77,77
-73.9483,56,56,56,56,56,56,56,56,56,56,56,56,56,56
-73.9482,94,94,94,94,94,94,94,94,94,94,94,94,94,94
-73.9481,70,70,70,70,70,70,70,70,70,70,70,70,70,70
-73.948,114,114,114,114,114,114,114,114,114,114,114,114,114,114
-73.9479,35,35,35,35,35,35,35,35,35,35,35,35,35,35
-73.9478,123,123,123,123,123,123,123,123,123,123,123,123,123,123
-73.9477,23,23,23,23,23,23,23,23,23,23,23,23,23,23
-73.9476,48,48,48,48,48,48,48,48,48,48,48,48,48,48
-73.9475,112,112,112,112,112,112,112,112,112,112,112,112,112,112
-73.9474,43,43,43,43,43,43,43,43,43,43,43,43,43,43
-73.9473,19,19,19,19,19,19,19,19,19,19,19,19,19,19
-73.9472,50,50,50,50,50,50,50,50,50,50,50,50,50,50
-73.9471,67,67,67,67,67,67,67,67,67,67,67,67,67,67
-73.947,41,41,41,41,41,41,41,41,41,41,41,41,41,41
-73.9469,80,80,80,80,80,80,80,80,80,80,80,80,80,80
-73.9468,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9467,44,44,44,44,44,44,44,44,44,44,44,44,44,44
-73.9466,57,57,57,57,57,57,57,57,57,57,57,57,57,57
-73.9465,42,42,42,42,42,42,42,42,42,42,42,42,42,42
-73.9464,83,83,83,83,83,83,83,83,83,83,83,83,83,83
-73.9463,24,24,24,24,24,24,24,24,24,24,24,24,24,24
-73.9462,37,37,37,37,37,37,37,37,37,37,37,37,37,37
-73.9461,68,68,68,68,68,68,68,68,68,68,68,68,68,68
-73.946,37,37,37,37,37,37,37,37,37,37,37,37,37,37
-73.9459,36,36,36,36,36,36,36,36,36,36,36,36,36,36
-73.9458,53,53,53,53,53,53,53,53,53,53,53,53,53,53
-73.9457,48,48,48,48,48,48,48,48,48,48,48,48,48,48
-73.9456,18,18,18,18,18,18,18,18,18,18,18,18,18,18
-73.9455,36,36,36,36,36,36,36,36,36,36,36,36,36,36
-73.9454,28,28,28,28,28,28,28,28,28,28,28,28,28,28
-73.9453,36,36,36,36,36,36,36,36,36,36,36,36,36,36
-73.9452,37,37,37,37,37,37,37,37,37,37,37,37,37,37
-73.9451,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.945,46,46,46,46,46,46,46,46,46,46,46,46,46,46
-73.9449,26,26,26,26,26,26,26,26,26,26,26,26,26,26
-73.9448,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-73.9447,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9446,32,32,32,32,32,32,32,32,32,32,32,32,32,32
-73.9445,54,54,54,54,54,54,54,54,54,54,54,54,54,54
-73.9444,39,39,39,39,39,39,39,39,39,39,39,39,39,39
-73.9443,32,32,32,32,32,32,32,32,32,32,32,32,32,32
-73.9442,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9441,27,27,27,27,27,27,27,27,27,27,27,27,27,27
-73.944,34,34,34,34,34,34,34,34,34,34,34,34,34,34
-73.9439,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9438,48,48,48,48,48,48,48,48,48,48,48,48,48,48
-73.9437,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-73.9436,52,52,52,52,52,52,52,52,52,52,52,52,52,52
-73.9435,25,25,25,25,25,25,25,25,25,25,25,25,25,25
-73.9434,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9433,19,19,19,19,19,19,19,19,19,19,19,19,19,19
-73.9432,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9431,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.943,21,21,21,21,21,21,21,21,21,21,21,21,21,21
-73.9429,25,25,25,25,25,25,25,25,25,25,25,25,25,25
-73.9428,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-73.9427,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-73.9426,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9425,103,103,103,103,103,103,103,103,103,103,103,103,103,103
-73.9424,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9423,39,39,39,39,39,39,39,39,39,39,39,39,39,39
-73.9422,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9421,43,43,43,43,43,43,43,43,43,43,43,43,43,43
-73.942,43,43,43,43,43,43,43,43,43,43,43,43,43,43
-73.9419,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9418,24,24,24,24,24,24,24,24,24,24,24,24,24,24
-73.9417,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9416,150,150,150,150,150,150,150,150,150,150,150,150,150,150
-73.9415,57,57,57,57,57,57,57,57,57,57,57,57,57,57
-73.9414,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-73.9413,52,52,52,52,52,52,52,52,52,52,52,52,52,52
-73.9412,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9411,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.941,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9409,35,35,35,35,35,35,35,35,35,35,35,35,35,35
-73.9408,39,39,39,39,39,39,39,39,39,39,39,39,39,39
-73.9407,18,18,18,18,18,18,18,18,18,18,18,18,18,18
-73.9406,47,47,47,47,47,47,47,47,47,47,47,47,47,47
-73.9405,34,34,34,34,34,34,34,34,34,34,34,34,34,34
-73.9404,35,35,35,35,35,35,35,35,35,35,35,35,35,35
-73.9403,29,29,29,29,29,29,29,29,29,29,29,29,29,29
-73.9402,34,34,34,34,34,34,34,34,34,34,34,34,34,34
-73.9401,72,72,72,72,72,72,72,72,72,72,72,72,72,72
-73.94,59,59,59,59,59,59,59,59,59,59,59,59,59,59
-73.9399,29,29,29,29,29,29,29,29,29,29,29,29,29,29
-73.9398,29,29,29,29,29,29,29,29,29,29,29,29,29,29
-73.9397,32,32,32,32,32,32,32,32,32,32,32,32,32,32
-73.9396,26,26,26,26,26,26,26,26,26,26,26,26,26,26
-73.9395,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-73.9394,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-73.9393,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9392,52,52,52,52,52,52,52,52,52,52,52,52,52,52
-73.9391,24,24,24,24,24,24,24,24,24,24,24,24,24,24
-73.939,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9389,24,24,24,24,24,24,24,24,24,24,24,24,24,24
-73.9388,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9387,32,32,32,32,32,32,32,32,32,32,32,32,32,32
-73.9386,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-73.9385,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9384,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9383,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9382,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-73.9381,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.938,22,22,22,22,22,22,22,22,22,22,22,22,22,22
-73.9379,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9378,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-73.9377,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9376,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-73.9375,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9374,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9373,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9372,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9371,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.937,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9369,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9368,28,28,28,28,28,28,28,28,28,28,28,28,28,28
-73.9367,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9366,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9365,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9364,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9363,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-73.9362,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9361,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-73.936,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9359,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9358,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-73.9357,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-73.9356,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9355,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9354,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-73.9353,19,19,19,19,19,19,19,19,19,19,19,19,19,19
-73.9352,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9351,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.935,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9349,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-73.9348,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9347,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9346,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9345,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9344,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9343,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9342,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9341,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.934,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-73.9339,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9338,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9337,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9336,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9335,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9334,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9333,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9332,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9331,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.933,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9329,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9328,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9327,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9326,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9325,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9324,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9323,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9322,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9321,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.932,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9319,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9318,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-73.9317,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9316,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9315,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-73.9314,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9312,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9311,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.931,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9309,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9308,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9307,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9306,19,19,19,19,19,19,19,19,19,19,19,19,19,19
-73.9305,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9304,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9303,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9302,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9301,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.93,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9299,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9298,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9297,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9296,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9295,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9294,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9293,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9292,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9291,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.929,20,20,20,20,20,20,20,20,20,20,20,20,20,20
-73.9289,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9288,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9287,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9286,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9285,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9284,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9283,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9282,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-73.9281,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.928,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9279,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9278,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9277,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9276,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9275,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9274,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9273,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9272,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9271,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.927,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9269,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9268,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9267,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9266,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9265,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9264,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9263,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9262,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9261,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-73.926,24,24,24,24,24,24,24,24,24,24,24,24,24,24
-73.9259,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9258,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-73.9257,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9256,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-73.9255,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-73.9254,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9253,19,19,19,19,19,19,19,19,19,19,19,19,19,19
-73.9252,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9251,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.925,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9249,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9248,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-73.9247,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9246,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9245,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9244,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9243,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9242,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9241,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-73.924,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9239,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9238,20,20,20,20,20,20,20,20,20,20,20,20,20,20
-73.9237,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9236,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9235,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9234,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9233,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9232,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9231,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.923,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9229,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9228,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9227,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9226,24,24,24,24,24,24,24,24,24,24,24,24,24,24
-73.9225,20,20,20,20,20,20,20,20,20,20,20,20,20,20
-73.9224,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9223,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9222,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9221,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.922,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9219,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9218,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9217,28,28,28,28,28,28,28,28,28,28,28,28,28,28
-73.9216,65,65,65,65,65,65,65,65,65,65,65,65,65,65
-73.9215,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9214,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9213,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9212,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9211,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.921,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9209,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9208,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9207,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9206,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9205,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9204,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9203,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9202,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9201,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.92,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9199,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9198,26,26,26,26,26,26,26,26,26,26,26,26,26,26
-73.9197,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9196,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9195,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9194,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9193,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9192,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9191,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.919,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9188,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9187,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9186,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9185,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9184,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9183,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9182,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-73.9181,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.918,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9178,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9177,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9176,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9175,20,20,20,20,20,20,20,20,20,20,20,20,20,20
-73.9174,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9173,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9172,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-73.9171,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.917,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9169,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9168,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9167,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9166,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9164,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-73.9163,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9162,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9161,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.916,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9159,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9158,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9157,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9156,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9155,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9154,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9153,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9152,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9151,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-73.915,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9149,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9148,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9147,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.91460000000001,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9145,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9144,26,26,26,26,26,26,26,26,26,26,26,26,26,26
-73.9143,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-73.9142,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9141,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.914,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9138,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9137,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9136,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9135,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9134,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9133,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9132,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9131,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.913,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9129,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9128,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9127,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9126,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9125,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9124,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9123,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9121,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.912,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9119,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9118,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9117,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-73.9116,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9115,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9114,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9113,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9112,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9111,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.911,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9109,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9108,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9107,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9106,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9105,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9104,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9103,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9102,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9101,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9099,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9098,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9097,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9095,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9093,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9092,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.909,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9089,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9088,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9087,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9086,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9085,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9084,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9083,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9082,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9081,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.908,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9079,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9077,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9076,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9075,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9074,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9073,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.9072,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9071,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-73.907,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9069,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9068,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9067,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9066,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9065,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9064,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-73.9063,3,3,3,3,3,3,3,3,3,3,3,3,3,3
