display_address,bathrooms,bedrooms,building_id,created,description,features,latitude,listing_id,longitude,manager_id,photos,price,street_address,interest_level
E 31st St,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 31st St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 32,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 32 St.,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 32 Street,17,17,17,17,17,17,17,17,17,17,17,17,17,17
E 32nd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 32nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 32nd St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 33 St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 33 St.,15,15,15,15,15,15,15,15,15,15,15,15,15,15
E 33 Street,17,17,17,17,17,17,17,17,17,17,17,17,17,17
E 33 and 3 ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 33 st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 33rd St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 33rd St.,17,17,17,17,17,17,17,17,17,17,17,17,17,17
E 33rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 34,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 34 St.,91,91,91,91,91,91,91,91,91,91,91,91,91,91
E 34 Street,11,11,11,11,11,11,11,11,11,11,11,11,11,11
E 34th St,15,15,15,15,15,15,15,15,15,15,15,15,15,15
E 34th St.,68,68,68,68,68,68,68,68,68,68,68,68,68,68
E 35 St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 35 St.,27,27,27,27,27,27,27,27,27,27,27,27,27,27
E 35 Street,44,44,44,44,44,44,44,44,44,44,44,44,44,44
E 35 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 35th,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E 35th St,33,33,33,33,33,33,33,33,33,33,33,33,33,33
"E 35th St,",12,12,12,12,12,12,12,12,12,12,12,12,12,12
E 35th St.,24,24,24,24,24,24,24,24,24,24,24,24,24,24
E 36 St.,33,33,33,33,33,33,33,33,33,33,33,33,33,33
E 36 Street,65,65,65,65,65,65,65,65,65,65,65,65,65,65
E 36 st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 36th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 36th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E 36th St,",7,7,7,7,7,7,7,7,7,7,7,7,7,7
E 36th St.,19,19,19,19,19,19,19,19,19,19,19,19,19,19
E 36th Street - Third Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 36th Street and Lexington Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 37,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 37 St NO FEE!!!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 37 St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 37 Street,25,25,25,25,25,25,25,25,25,25,25,25,25,25
E 37th & 2nd ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 37th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E 37th St,",8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 37th St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E 38,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 38 St.,36,36,36,36,36,36,36,36,36,36,36,36,36,36
E 38 Street,31,31,31,31,31,31,31,31,31,31,31,31,31,31
E 38th,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 38th St,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"E 38th St,",16,16,16,16,16,16,16,16,16,16,16,16,16,16
E 38th St.,16,16,16,16,16,16,16,16,16,16,16,16,16,16
E 38th Street and 3rd Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 39 St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 39 St.,49,49,49,49,49,49,49,49,49,49,49,49,49,49
E 39 Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
E 39 and Lexington ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 39 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 39th,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 39th St,26,26,26,26,26,26,26,26,26,26,26,26,26,26
"E 39th St,",9,9,9,9,9,9,9,9,9,9,9,9,9,9
E 39th St.,44,44,44,44,44,44,44,44,44,44,44,44,44,44
E 3rd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 3rd Srteet,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 3rd St,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 3rd St.,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 3rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 3rd st and Avenue C,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 4 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 4 Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 40,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 40 St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 40 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 40's .,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 40th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 40th St.,12,12,12,12,12,12,12,12,12,12,12,12,12,12
E 43 Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E 43rd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 44,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 44 St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 44 St.,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E 44 Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E 44th St,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 44th St.,11,11,11,11,11,11,11,11,11,11,11,11,11,11
E 45 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 45TH STREET AND LEXINGTON ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 46,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 46 St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 46 St.,43,43,43,43,43,43,43,43,43,43,43,43,43,43
E 46 Street,33,33,33,33,33,33,33,33,33,33,33,33,33,33
E 46th,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 46th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 46th St,30,30,30,30,30,30,30,30,30,30,30,30,30,30
E 46th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E 46th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 46th St.,33,33,33,33,33,33,33,33,33,33,33,33,33,33
E 47 St.,25,25,25,25,25,25,25,25,25,25,25,25,25,25
E 47 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 47th St,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E 47th St & 3rd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 47th St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
E 48 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 48 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 48th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 48th St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 49,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 49 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 49 St.,27,27,27,27,27,27,27,27,27,27,27,27,27,27
E 49 Street,29,29,29,29,29,29,29,29,29,29,29,29,29,29
E 49th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 49th St ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 49th St.,21,21,21,21,21,21,21,21,21,21,21,21,21,21
E 49th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 4th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 4th St,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 4th St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 4th Street,11,11,11,11,11,11,11,11,11,11,11,11,11,11
E 5 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 5 Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 50 AND 1 AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 50 St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 50 St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
E 50 Street,14,14,14,14,14,14,14,14,14,14,14,14,14,14
E 50's,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 50's & Lexington,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 50's Streets,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 50th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 50th St (Third Ave & Second Ave),1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E 50th St,",5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 50th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 50th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 51 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 51 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 51 Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 51ST STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 51st St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"E 51st St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 51st St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 51st and 3rd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 51st street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 52 St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 52 St.,11,11,11,11,11,11,11,11,11,11,11,11,11,11
E 52 Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 52nd St,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"E 52nd St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 52nd St.,15,15,15,15,15,15,15,15,15,15,15,15,15,15
E 52nd St. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 52nd St. & Lexington Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 52nd Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 53 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 53 Street,28,28,28,28,28,28,28,28,28,28,28,28,28,28
E 53RD AND 2ND AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 53rd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E 53rd St,",2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 53rd St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 53rd and 2nd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 54 St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 54 Street,17,17,17,17,17,17,17,17,17,17,17,17,17,17
E 54th St,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"E 54th St,",2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 54th St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 54th St..,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 55 St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 55 St.,21,21,21,21,21,21,21,21,21,21,21,21,21,21
E 55 Street,24,24,24,24,24,24,24,24,24,24,24,24,24,24
E 55th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 55th & Second Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 55th St,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"E 55th St,",3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 55th St.,32,32,32,32,32,32,32,32,32,32,32,32,32,32
E 55th and 2nd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 56 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 56 St.,24,24,24,24,24,24,24,24,24,24,24,24,24,24
E 56 Street,21,21,21,21,21,21,21,21,21,21,21,21,21,21
E 56th St,12,12,12,12,12,12,12,12,12,12,12,12,12,12
E 56th St.,28,28,28,28,28,28,28,28,28,28,28,28,28,28
E 56th Street and First Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 57 St.,21,21,21,21,21,21,21,21,21,21,21,21,21,21
E 57 Street,12,12,12,12,12,12,12,12,12,12,12,12,12,12
E 57th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 57th St.,17,17,17,17,17,17,17,17,17,17,17,17,17,17
E 57th and 9th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 58 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 58 Street,14,14,14,14,14,14,14,14,14,14,14,14,14,14
E 58 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 58th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 58th St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
E 59 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 59 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 59th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 59th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E 59th St,",3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 59th St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 5th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 5th St,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 5th St.,22,22,22,22,22,22,22,22,22,22,22,22,22,22
E 5th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 5th street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 6 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 6 Street,11,11,11,11,11,11,11,11,11,11,11,11,11,11
E 60 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 60 Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E 60'S STREET ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 60th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 61 & 3rd Avenue  ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 61 St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 61 Street,31,31,31,31,31,31,31,31,31,31,31,31,31,31
E 61 st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 61 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 61ST STREET AND 1ST AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 61ST STREET AND 2ND AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 61st St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 61st St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 61st St.,15,15,15,15,15,15,15,15,15,15,15,15,15,15
E 62,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 62 St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 62 Street,14,14,14,14,14,14,14,14,14,14,14,14,14,14
E 62nd St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 62nd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 63,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 63 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 63 St.,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 63 Street,16,16,16,16,16,16,16,16,16,16,16,16,16,16
E 63rd St,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"E 63rd St,",2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 63rd St.,43,43,43,43,43,43,43,43,43,43,43,43,43,43
E 63rd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 63rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 63st,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 64 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 64th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 64th St.,13,13,13,13,13,13,13,13,13,13,13,13,13,13
E 65 St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 65 Street,58,58,58,58,58,58,58,58,58,58,58,58,58,58
E 65TH STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 65th St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"E 65th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 65th St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 65th street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 66 St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 66 St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 66 Street,16,16,16,16,16,16,16,16,16,16,16,16,16,16
E 66 and 2 ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 66th St,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"E 66th St, New York ",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 66th St.,15,15,15,15,15,15,15,15,15,15,15,15,15,15
E 66th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 67 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 67 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 67th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"E 67th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 67th St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 68  St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 68 St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 68 Street,15,15,15,15,15,15,15,15,15,15,15,15,15,15
E 68th St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 68th St.,11,11,11,11,11,11,11,11,11,11,11,11,11,11
E 68th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 69 St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 69 Street,13,13,13,13,13,13,13,13,13,13,13,13,13,13
E 69th St,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 69th St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 6th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 6th St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 6th St and 2nd Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 6th St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 7 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 7 Street,37,37,37,37,37,37,37,37,37,37,37,37,37,37
E 70 St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 70 Street,19,19,19,19,19,19,19,19,19,19,19,19,19,19
E 70's,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 70's & 3rd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 70s,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 70th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"E 70th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 70th St.,16,16,16,16,16,16,16,16,16,16,16,16,16,16
E 71,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E 71 St,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 71 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 71 Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E 71st St,9,9,9,9,9,9,9,9,9,9,9,9,9,9
E 71st St.,13,13,13,13,13,13,13,13,13,13,13,13,13,13
E 72 St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 72 St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
E 72 Street,21,21,21,21,21,21,21,21,21,21,21,21,21,21
E 72nd & Second Ave *HUGE Studio*,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 72nd St,17,17,17,17,17,17,17,17,17,17,17,17,17,17
E 72nd St.,67,67,67,67,67,67,67,67,67,67,67,67,67,67
E 72nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 73 St.,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 73 Street,71,71,71,71,71,71,71,71,71,71,71,71,71,71
E 73 and 1 Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 73 and 1 ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 73 and Park ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 73RD STREET ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 73rd St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 73rd St.,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 73rd Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 74,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 74 St,11,11,11,11,11,11,11,11,11,11,11,11,11,11
E 74 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 74 Street,51,51,51,51,51,51,51,51,51,51,51,51,51,51
E 74 Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 74 and York ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 74th St,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 74th St.,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 74th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 75 St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 75 St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 75 Street,39,39,39,39,39,39,39,39,39,39,39,39,39,39
E 75 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 75th St,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 75th St.,31,31,31,31,31,31,31,31,31,31,31,31,31,31
E 76,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 76 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 76 Street,35,35,35,35,35,35,35,35,35,35,35,35,35,35
E 76th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 76th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 77,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 77 St,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 77 St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 77 Street,30,30,30,30,30,30,30,30,30,30,30,30,30,30
E 77th,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 77th St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"E 77th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 77th St.,13,13,13,13,13,13,13,13,13,13,13,13,13,13
E 77th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 77th and 3rd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 78,9,9,9,9,9,9,9,9,9,9,9,9,9,9
E 78 ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 78 St,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E 78 St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E 78 Street,71,71,71,71,71,71,71,71,71,71,71,71,71,71
E 78 Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 78 Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 78 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 78 street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 78TH AND 3RD AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 78TH STREET ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 78th & York Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 78th St,20,20,20,20,20,20,20,20,20,20,20,20,20,20
E 78th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 78th St.,25,25,25,25,25,25,25,25,25,25,25,25,25,25
E 78th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 78th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 79,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 79 St.,19,19,19,19,19,19,19,19,19,19,19,19,19,19
E 79 Street,19,19,19,19,19,19,19,19,19,19,19,19,19,19
E 79th St,55,55,55,55,55,55,55,55,55,55,55,55,55,55
E 79th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E 79th St,",2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 79th St.,49,49,49,49,49,49,49,49,49,49,49,49,49,49
E 79th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 79th and York,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 7th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 7th St,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 7th St.,14,14,14,14,14,14,14,14,14,14,14,14,14,14
E 7th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 8 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 80 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 80 Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 80 and 3 ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 80's & 3rd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 80's & York  *LARGE STUDIO*PETS OK,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 80's and 2nd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 80TH AND 3RD AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 80s,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 80st St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 80th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 80th St.,20,20,20,20,20,20,20,20,20,20,20,20,20,20
E 80th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 80th St. ,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 81,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 81 AND YORK AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 81 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 81 St.,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E 81 Street,45,45,45,45,45,45,45,45,45,45,45,45,45,45
E 81 and York ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 81st,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 81st St,23,23,23,23,23,23,23,23,23,23,23,23,23,23
E 81st St & 2nd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E 81st St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 81st St.,21,21,21,21,21,21,21,21,21,21,21,21,21,21
E 81st Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 82 St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
E 82 Street,33,33,33,33,33,33,33,33,33,33,33,33,33,33
E 82nd St,24,24,24,24,24,24,24,24,24,24,24,24,24,24
E 82nd St ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"E 82nd St,",2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 82nd St.,37,37,37,37,37,37,37,37,37,37,37,37,37,37
E 82nd Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
